DE1,https://www.bikerbetten.de/poi/wildecker-teiche
DE2,https://www.bikerbetten.de/poi/am-weesener-bach
DE3,https://www.bikerbetten.de/poi/unterwegs-am-langen-moor
DE4,https://www.bikerbetten.de/poi/zwischen-kellinghusen-und-bad-bramstedt
DE5,https://www.bikerbetten.de/poi/noerdlich-von-bad-seegeberg
DE6,https://www.bikerbetten.de/poi/am-heidmoor
DE7,https://www.bikerbetten.de/poi/der-holsteinischen-schweiz
DE8,https://www.bikerbetten.de/poi/von-luetjenburg-nach-hoegsdorf
DE9,https://www.bikerbetten.de/poi/von-rehna-nach-bernstorf
DE10,https://www.bikerbetten.de/poi/suedlich-von-grevesmuehlen
DE11,https://www.bikerbetten.de/poi/jadgschloss-schoenwolde
DE12,https://www.bikerbetten.de/poi/zwischen-duemmersee-und-dreiluetzow
DE13,https://www.bikerbetten.de/poi/felder-felder-felder
DE14,https://www.bikerbetten.de/poi/der-berlin-hamburger-bahn
DE15,https://www.bikerbetten.de/poi/rund-um-luebtheen
DE16,https://www.bikerbetten.de/poi/den-waeldern-der-roegnitz-0
DE17,https://www.bikerbetten.de/poi/am-dannhusener-see-0
DE18,https://www.bikerbetten.de/poi/waelder-bei-parchiem
DE19,https://www.bikerbetten.de/poi/sabelsee-und-treptowsee
DE20,https://www.bikerbetten.de/poi/zwischen-parchim-und-plauer-see
DE21,https://www.bikerbetten.de/poi/mecklenburgische-seenplatte-0
DE22,https://www.bikerbetten.de/poi/am-mueritz-nationalpark
DE23,https://www.bikerbetten.de/poi/der-mecklenburgischen-schweiz
DE24,https://www.bikerbetten.de/poi/pisten-im-peenetal
DE25,https://www.bikerbetten.de/poi/durch-den-altheider-wald
DE26,https://www.bikerbetten.de/poi/besuch-velgast
DE27,https://www.bikerbetten.de/poi/grenzverkehr-der-feldberger-seenlandschaft
DE28,https://www.bikerbetten.de/poi/klapperberge
DE29,https://www.bikerbetten.de/poi/durch-die-waeler-um-lychen
DE30,https://www.bikerbetten.de/poi/boitzenburger-land
DE31,https://www.bikerbetten.de/poi/um-den-stiernsee
DE32,https://www.bikerbetten.de/poi/vom-melzower-forst-nach-greiffenberg
DE33,https://www.bikerbetten.de/poi/schotterwege-im-grenzland
DE34,https://www.bikerbetten.de/poi/poratzer-moraenenlandschaft
DE35,https://www.bikerbetten.de/poi/am-grossdoellner-see
DE36,https://www.bikerbetten.de/poi/quer-durch-die-schorfheide
DE37,https://www.bikerbetten.de/poi/zwischen-muencheberg-und-seelow
DE38,https://www.bikerbetten.de/poi/maerkische-schweiz
DE39,https://www.bikerbetten.de/poi/lange-waldpiste-ueber-die-landesgrenze
DE40,https://www.bikerbetten.de/poi/nahe-am-sperrgebiet
DE41,https://www.bikerbetten.de/poi/waldpiste-bei-bad-belzig
DE42,https://www.bikerbetten.de/poi/rundtour-bad-belzig
DE43,https://www.bikerbetten.de/poi/alte-heerstrasse
DE44,https://www.bikerbetten.de/poi/im-tal-der-brend
DE45,https://www.bikerbetten.de/poi/rhoen-und-spessart
DE46,https://www.bikerbetten.de/poi/um-den-musselberg
DE47,https://www.bikerbetten.de/poi/im-suedlichen-spessart
DE48,https://www.bikerbetten.de/poi/pisten-zwischen-rannungen-und-weichtungen
DE49,https://www.bikerbetten.de/poi/kolonnenweg
DE50,https://www.bikerbetten.de/poi/pisten-im-noerdlichen-fichtelgebirge
DE51,https://www.bikerbetten.de/poi/durch-den-lindenhardter-forst-und-rotmainquelle
DE52,https://www.bikerbetten.de/poi/bei-den-cowboys
DE53,https://www.bikerbetten.de/poi/vorbei-den-longhorn-rindern
DE54,https://www.bikerbetten.de/poi/landkreissurfen-mit-furt
DE55,https://www.bikerbetten.de/poi/von-langenreuth-richtung-lindenhardt
DE56,https://www.bikerbetten.de/poi/vom-flugplatz-nach-michelfeld
DE57,https://www.bikerbetten.de/poi/durch-die-fraenkischen-schweiz
DE58,https://www.bikerbetten.de/poi/schotterwege-nahe-der-bismarckgrotte
DE59,https://www.bikerbetten.de/poi/durch-den-kaolin-tagebau
DE60,https://www.bikerbetten.de/poi/naturpark-hirschwald-i
DE61,https://www.bikerbetten.de/poi/naturpark-hirschwald-ii
DE62,https://www.bikerbetten.de/poi/naturpark-hirschwald-iii
DE63,https://www.bikerbetten.de/poi/naturpark-hirschwald-iiii
DE64,https://www.bikerbetten.de/poi/durch-felder-und-waelder-der-oberrpfalz
DE65,https://www.bikerbetten.de/poi/pisten-im-hirschwald
DE66,https://www.bikerbetten.de/poi/pisten-zwischen-amberg-und-schwandorf
DE67,https://www.bikerbetten.de/poi/alpe-wildberger-hof
AT1,https://www.bikerbetten.de/poi/stuhleck
AT2,https://www.bikerbetten.de/poi/klapfsee
AT3,https://www.bikerbetten.de/poi/lesachtal
AT4,https://www.bikerbetten.de/poi/leppner-alm
AT5,https://www.bikerbetten.de/poi/jaukenalm
AT6,https://www.bikerbetten.de/poi/zollner-plateau
AT7,https://www.bikerbetten.de/poi/reisskofel
AT8,https://www.bikerbetten.de/poi/gaital
AT9,https://www.bikerbetten.de/poi/trogkofel
AT10,https://www.bikerbetten.de/poi/rudnig-alm
AT11,https://www.bikerbetten.de/poi/werbutzalm
AT12,https://www.bikerbetten.de/poi/hochfeistritz
SLO1,https://www.bikerbetten.de/poi/pec-monte-forno
